52.2300,21.0111
50.0614,19.9372
51.1100,17.0325
51.7769,19.4547
52.4083,16.9336
54.3475,18.6453
53.4325,14.5481
53.1219,18.0003
51.2500,22.5667
53.1353,23.1456
50.2625,19.0217
54.5175,18.5400
51.9333,15.5000
50.8000,19.1167
51.4036,21.1567
53.0222,18.6111
50.0333,22.0000
50.2833,19.1333
50.8742,20.6333
50.2833,18.6667
53.7778,20.4792
49.8225,19.0444
50.3025,18.7781
50.3483,18.9156
50.2628,18.8536
50.0833,18.5500
50.6667,17.9333
50.1236,18.9867
52.7333,15.2500
50.3214,19.1872
54.1667,19.4000
52.5500,19.7000
50.0125,20.9886
54.2000,16.1833
52.6592,19.0681
50.7667,16.2833
50.3000,18.9500
51.7575,18.0800
51.2083,16.1603
49.6239,20.6972
50.2333,19.1333
51.6494,17.8164
51.4000,16.2000
52.7931,18.2611
53.3333,15.0333
52.5358,17.5958
52.1667,20.8000
50.9333,21.4000
50.2758,18.9858
51.6589,16.0803
51.6500,19.3833
51.8458,16.5806
53.8214,22.3622
50.7167,23.2528
51.1322,23.4778
51.5167,20.0167
50.2833,21.4333
54.0875,18.7972
50.3333,19.1167
51.8500,19.4167
50.8500,16.4833
51.3667,19.3667
52.4000,20.8833
50.3833,18.9500
54.5667,18.4000
53.0667,21.5667
54.6000,18.2500
50.2919,18.9178
53.9667,18.5333
51.0500,21.0667
54.1761,15.5761
50.0500,21.4167
52.2928,21.1161
52.3333,21.1000
52.1833,21.5667
52.0500,20.4333
53.7000,17.5500
51.2167,22.7000
53.7358,18.9308
54.0333,19.0333
51.2667,15.5667
50.0381,19.2214
51.8000,15.7167
50.2167,18.6833
52.3500,21.2333
51.6333,15.1333
51.2000,17.3833
49.9131,19.0064
54.5500,17.7500
50.8667,17.4833
52.2333,20.2333
50.0417,19.9833
49.7484,18.6332
50.9333,17.3000
52.3333,16.8833
54.4333,18.5500
53.5964,19.5656
50.9167,22.2167
50.7281,16.6511
54.2667,18.6333
50.3333,19.0833
51.2386,22.5164
51.1500,15.0083
53.2597,19.3956
54.0400,21.7589
52.3333,21.2000
52.1000,19.9333
49.6547,21.1597
54.0833,21.3833
50.2378,18.8633
52.8000,17.2000
50.5500,22.7333
52.0167,18.5000
49.9833,19.8333
52.0833,16.6500
54.1167,17.9833
52.1833,20.8500
53.5628,20.9853
54.2500,20.8000
52.6333,20.3833
51.0500,16.2000
53.6500,22.4500
52.9833,22.2500
53.8667,21.3000
52.2442,21.2800
53.2333,20.1833
51.4667,22.6000
52.2000,18.6333
51.1181,15.2889
53.3492,18.4231
53.3603,17.0408
51.9667,19.2833
50.4500,23.4167
50.2236,19.0694
52.3333,20.8833
52.9833,16.9000
54.3667,18.6333
50.0667,22.2333
50.2668,19.0397
52.1167,20.6500
54.3833,19.8333
51.7658,20.2533
50.3833,18.8833
54.4272,18.4708
53.0667,19.4500
54.1167,20.5833
51.1333,15.9167
54.5833,16.8500
50.7814,16.2539
53.1847,18.6042
52.8500,19.1667
52.0500,19.2000
50.2585,19.0449
52.3000,17.8667
53.6500,17.3667
53.2833,18.9500
54.3471,18.6171
51.2667,15.9333
50.3131,18.9150
50.2711,19.0211
53.1000,19.0500
52.8767,18.6936
54.7000,18.4000
54.3667,18.6500
52.9000,16.5667
50.2672,18.9892
50.2739,18.9992
50.3333,18.8833
51.6822,19.4028
50.0500,21.0833
50.2769,19.0808
54.1167,23.3667
52.7794,20.1153
54.2861,20.4917
49.9833,20.9167
49.9667,19.8833
49.9833,20.9167
51.7167,19.6333
49.9689,20.9475
49.8144,19.2333
50.0333,21.3667
50.0628,21.1122
52.2500,21.3167
53.6667,19.9667
